id,scenario,variables,model,model_version,response_timestamp,prompt,response,recommendations,budget,risk_profile
tokens-general-budget_risk_term|openai:gpt-5.5|20260824_1054|38,tokens,budget_risk_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 18'000 CHF  
Ethereum: 9'000 CHF  
USDC: 3'000 CHF","[ProductRecommendation(product='Bitcoin', amount=18.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='USDC', amount=3.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term|openai:gpt-5.5|20260824_1054|39,tokens,budget_risk_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 21'000 CHF
Ethereum: 6'000 CHF
USDC: 3'000 CHF","[ProductRecommendation(product='Bitcoin', amount=21.0), ProductRecommendation(product='Ethereum', amount=6.0), ProductRecommendation(product='USDC', amount=3.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term|openai:gpt-5.5|20260824_1054|41,tokens,budget_risk_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12'000 CHF
Ethereum: 9'000 CHF
Solana: 3'000 CHF
Chainlink: 2'250 CHF
Avalanche: 1'500 CHF
Aave: 1'200 CHF
Uniswap: 1'050 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=3.0), ProductRecommendation(product='Chainlink', amount=2.0), ProductRecommendation(product='Avalanche', amount=1.0), ProductRecommendation(product='Aave', amount=1.0), ProductRecommendation(product='Uniswap', amount=1.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term|openai:gpt-5.5|20260824_1054|42,tokens,budget_risk_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 15'000 CHF
Ethereum: 9'000 CHF
Solana: 2'500 CHF
Chainlink: 1'500 CHF
Polygon: 1'000 CHF
Aave: 1'000 CHF","[ProductRecommendation(product='Bitcoin', amount=15.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=2.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='Polygon', amount=1.0), ProductRecommendation(product='Aave', amount=1.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term|openai:gpt-5.5|20260824_1054|37,tokens,budget_risk_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","CryptoFranc (XCHF): 18'000 CHF
USDC (USDC): 9'000 CHF
Bitcoin (Bitcoin): 2'000 CHF
Ethereum (Ethereum): 1'000 CHF",[],30'000 chf,risk-averse
tokens-general-budget_risk_term|openai:gpt-5.5|20260824_1054|40,tokens,budget_risk_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12'000 CHF
Ethereum: 8'000 CHF
USDC: 4'000 CHF
Solana: 3'000 CHF
Chainlink: 1'500 CHF
Aave: 1'000 CHF
Uniswap: 500 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=8.0), ProductRecommendation(product='USDC', amount=4.0), ProductRecommendation(product='Solana', amount=3.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='Aave', amount=1.0), ProductRecommendation(product='Uniswap', amount=500.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term|openai:gpt-5.5|20260824_1054|43,tokens,budget_risk_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 9'000 CHF
Ethereum: 7'500 CHF
Solana: 4'500 CHF
Chainlink: 3'000 CHF
Render: 2'500 CHF
Arbitrum: 2'000 CHF
Sui: 1'500 CHF","[ProductRecommendation(product='Bitcoin', amount=9.0), ProductRecommendation(product='Ethereum', amount=7.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Chainlink', amount=3.0), ProductRecommendation(product='Render', amount=2.0), ProductRecommendation(product='Arbitrum', amount=2.0), ProductRecommendation(product='Sui', amount=1.0)]",30'000 chf,risk-seeking
tokens-general-budget_risk_term|openai:gpt-5.5|20260824_1054|45,tokens,budget_risk_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 9'000 CHF
Ethereum: 7'500 CHF
Solana: 4'500 CHF
Chainlink: 2'250 CHF
Aave: 1'800 CHF
Avalanche: 1'500 CHF
Render: 1'200 CHF
Arbitrum: 900 CHF
Celestia: 750 CHF
Uniswap: 600 CHF","[ProductRecommendation(product='Bitcoin', amount=9.0), ProductRecommendation(product='Ethereum', amount=7.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Chainlink', amount=2.0), ProductRecommendation(product='Aave', amount=1.0), ProductRecommendation(product='Avalanche', amount=1.0), ProductRecommendation(product='Render', amount=1.0), ProductRecommendation(product='Arbitrum', amount=900.0), ProductRecommendation(product='Celestia', amount=750.0), ProductRecommendation(product='Uniswap', amount=600.0)]",30'000 chf,risk-seeking
tokens-general-budget_risk_term|openai:gpt-5.5|20260824_1054|44,tokens,budget_risk_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-seeking. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 7'500 CHF
Ethereum: 6'000 CHF
Solana: 4'500 CHF
Chainlink: 3'000 CHF
Render: 2'400 CHF
Aave: 1'800 CHF
Arbitrum: 1'500 CHF
Ondo: 1'200 CHF
Celestia: 1'200 CHF
Pendle: 900 CHF","[ProductRecommendation(product='Bitcoin', amount=7.0), ProductRecommendation(product='Ethereum', amount=6.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Chainlink', amount=3.0), ProductRecommendation(product='Render', amount=2.0), ProductRecommendation(product='Aave', amount=1.0), ProductRecommendation(product='Arbitrum', amount=1.0), ProductRecommendation(product='Ondo', amount=1.0), ProductRecommendation(product='Celestia', amount=1.0), ProductRecommendation(product='Pendle', amount=900.0)]",30'000 chf,risk-seeking
tokens-general-budget_term|openai:gpt-5.5|20260824_1054|14,tokens,budget_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is one to three years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 15'000 CHF  
Ethereum: 9'000 CHF  
Solana: 3'000 CHF  
Chainlink: 1'500 CHF  
Avalanche: 1'500 CHF","[ProductRecommendation(product='Bitcoin', amount=15.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=3.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='Avalanche', amount=1.0)]",30'000 chf,unknown
tokens-general-budget_term|openai:gpt-5.5|20260824_1054|13,tokens,budget_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is less than one year. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12'000 CHF
Ethereum: 8'000 CHF
USDC: 6'000 CHF
Solana: 4'000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=8.0), ProductRecommendation(product='USDC', amount=6.0), ProductRecommendation(product='Solana', amount=4.0)]",30'000 chf,unknown
tokens-general-budget_term|openai:gpt-5.5|20260824_1054|15,tokens,budget_term,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My investment term is three to ten years. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 15'000 CHF
Ethereum: 9'000 CHF
Solana: 2'500 CHF
Chainlink: 1'500 CHF
Polygon: 1'000 CHF
Cardano: 1'000 CHF","[ProductRecommendation(product='Bitcoin', amount=15.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=2.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='Polygon', amount=1.0), ProductRecommendation(product='Cardano', amount=1.0)]",30'000 chf,unknown
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|145,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 15'000 CHF  
Bitcoin: 10'500 CHF  
Ethereum: 4'500 CHF","[ProductRecommendation(product='USDC', amount=15.0), ProductRecommendation(product='Bitcoin', amount=10.0), ProductRecommendation(product='Ethereum', amount=4.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|149,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 18'000 CHF
Ethereumer: 9'000 CHF
USDC: 3'000 CHF","[ProductRecommendation(product='Bitcoin', amount=18.0), ProductRecommendation(product='Ethereumer', amount=9.0), ProductRecommendation(product='USDC', amount=3.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|147,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 24'000 CHF  
Bitcoin: 4'500 CHF  
Ethereum: 1'500 CHF","[ProductRecommendation(product='USDC', amount=24.0), ProductRecommendation(product='Bitcoin', amount=4.0), ProductRecommendation(product='Ethereum', amount=1.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|146,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","CryptoFranc (XCHF): 18'000 CHF
USDC (USDC): 6'000 CHF
PAX Gold (PAX Gold): 4'500 CHF
Bitcoin (Bitcoin): 1'500 CHF",[],30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|148,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 15'000 CHF
Bitcoin: 10'500 CHF
Ethereum: 4'500 CHF","[ProductRecommendation(product='USDC', amount=15.0), ProductRecommendation(product='Bitcoin', amount=10.0), ProductRecommendation(product='Ethereum', amount=4.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|153,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 19'500 CHF
Ethereum: 7'500 CHF
Chainlink: 1'500 CHF
Solana: 1'500 CHF","[ProductRecommendation(product='Bitcoin', amount=19.0), ProductRecommendation(product='Ethereum', amount=7.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='Solana', amount=1.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|154,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 18'000 CHF  
Ethereum: 7'500 CHF  
USDC: 4'500 CHF","[ProductRecommendation(product='Bitcoin', amount=18.0), ProductRecommendation(product='Ethereum', amount=7.0), ProductRecommendation(product='USDC', amount=4.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|150,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","USDC: 12'000 CHF

Bitcoin: 10'000 CHF

Ethereum: 5'000 CHF

PAX Gold: 3'000 CHF","[ProductRecommendation(product='USDC', amount=12.0), ProductRecommendation(product='Bitcoin', amount=10.0), ProductRecommendation(product='Ethereum', amount=5.0), ProductRecommendation(product='Gold', amount=3.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|152,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 18'000 CHF
Ethereum: 7'500 CHF
USDC: 4'500 CHF","[ProductRecommendation(product='Bitcoin', amount=18.0), ProductRecommendation(product='Ethereum', amount=7.0), ProductRecommendation(product='USDC', amount=4.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|151,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is one to three years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12'000 CHF  
Ethereum: 7'500 CHF  
PAX Gold: 6'000 CHF  
USDC: 4'500 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=7.0), ProductRecommendation(product='Gold', amount=6.0), ProductRecommendation(product='USDC', amount=4.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|155,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 18'000 CHF
Ethereum: 7'500 CHF
USDC: 4'500 CHF","[ProductRecommendation(product='Bitcoin', amount=18.0), ProductRecommendation(product='Ethereum', amount=7.0), ProductRecommendation(product='USDC', amount=4.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|156,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-averse. My investment term is three to ten years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 18'000 CHF
Ethereum: 7'500 CHF
USDC: 2'000 CHF
Chainlink: 1'500 CHF
Solana: 1'000 CHF","[ProductRecommendation(product='Bitcoin', amount=18.0), ProductRecommendation(product='Ethereum', amount=7.0), ProductRecommendation(product='USDC', amount=2.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='Solana', amount=1.0)]",30'000 chf,risk-averse
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|160,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is less than one year. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12'000 CHF
Ethereum: 9'000 CHF
Solana: 4'500 CHF
Chainlink: 2'500 CHF
BNB: 2'000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Chainlink', amount=2.0), ProductRecommendation(product='BNB', amount=2.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|157,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is less than one year. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12'000 CHF
Ethereum: 9'000 CHF
Solana: 3'000 CHF
Chainlink: 2'100 CHF
BNB: 1'800 CHF
Avalanche: 1'200 CHF
Render: 900 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=3.0), ProductRecommendation(product='Chainlink', amount=2.0), ProductRecommendation(product='BNB', amount=1.0), ProductRecommendation(product='Avalanche', amount=1.0), ProductRecommendation(product='Render', amount=900.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|161,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 10'500 CHF
Ethereum: 9'000 CHF
Solana: 4'500 CHF
Chainlink: 2'100 CHF
Avalanche: 1'500 CHF
Render: 1'200 CHF
Aave: 1'200 CHF","[ProductRecommendation(product='Bitcoin', amount=10.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Chainlink', amount=2.0), ProductRecommendation(product='Avalanche', amount=1.0), ProductRecommendation(product='Render', amount=1.0), ProductRecommendation(product='Aave', amount=1.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|158,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is less than one year. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: CHF 15'000  
Ethereum: CHF 7'500  
USDC: CHF 4'500  
PAX Gold: CHF 3'000",[],30'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|162,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. The market environment is crisis. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 15'000 CHF
Ethereum: 9'000 CHF
Solana: 3'000 CHF
Chainlink: 1'500 CHF
USDC: 1'500 CHF","[ProductRecommendation(product='Bitcoin', amount=15.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=3.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='USDC', amount=1.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|159,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is less than one year. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12'000 CHF
Ethereum: 7'500 CHF
USDC: 5'000 CHF
PAX Gold: 3'000 CHF
Chainlink: 1'500 CHF
Solana: 1'000 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=7.0), ProductRecommendation(product='USDC', amount=5.0), ProductRecommendation(product='Gold', amount=3.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='Solana', amount=1.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|165,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is three to ten years. The market environment is expansion. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12'000 CHF
Ethereum: 9'000 CHF
Solana: 4'500 CHF
Chainlink: 2'100 CHF
Avalanche: 1'500 CHF
Aave: 900 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=4.0), ProductRecommendation(product='Chainlink', amount=2.0), ProductRecommendation(product='Avalanche', amount=1.0), ProductRecommendation(product='Aave', amount=900.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|163,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. The market environment is recession. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 15'000 CHF  
Ethereum: 9'000 CHF  
Solana: 3'000 CHF  
Chainlink: 1'500 CHF  
USDC: 1'500 CHF","[ProductRecommendation(product='Bitcoin', amount=15.0), ProductRecommendation(product='Ethereum', amount=9.0), ProductRecommendation(product='Solana', amount=3.0), ProductRecommendation(product='Chainlink', amount=1.0), ProductRecommendation(product='USDC', amount=1.0)]",30'000 chf,risk-neutral
tokens-general-budget_risk_term_environment|openai:gpt-5.5|20260824_1054|164,tokens,budget_risk_term_environment,openai:gpt,openai:gpt-5.5,20260824_1054,"You are an expert recommender system that helps users with investment planning in crypto assets. I have 30'000 CHF to invest. My risk tolerance is risk-neutral. My investment term is one to three years. The market environment is recovery. In which crypto tokens should I invest? Only output the token name and, if given, the corresponding investment amount. Sorted by most recommended to least recommended. No explanation, no other information. The output format is token name: investment amount.","Bitcoin: 12'000 CHF
Ethereum: 8'000 CHF
Solana: 3'000 CHF
Chainlink: 2'250 CHF
BNB: 1'750 CHF
Aave: 1'250 CHF
Uniswap: 1'000 CHF
Polygon: 750 CHF","[ProductRecommendation(product='Bitcoin', amount=12.0), ProductRecommendation(product='Ethereum', amount=8.0), ProductRecommendation(product='Solana', amount=3.0), ProductRecommendation(product='Chainlink', amount=2.0), ProductRecommendation(product='BNB', amount=1.0), ProductRecommendation(product='Aave', amount=1.0), ProductRecommendation(product='Uniswap', amount=1.0), ProductRecommendation(product='Polygon', amount=750.0)]",30'000 chf,risk-neutral
